major1,major2,major3,minor1,minor2,minor3
ENVS,NA,NA,PCA,NA,NA
PCA,ART,NA,ENG,NA,NA
BIOCH,NA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,NA,NA
MATH,CS,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,HISP,NA,NA
HIST,NA,NA,HISP,EDUCT,NA
BIOL,NA,NA,SSES,MATH,NA
ECON,BUSLA,NA,MATH,NA,NA
ECON,NA,NA,STATS,NA,NA
SOC,NA,NA,STATS,GNDR,NA
MATH,NA,NA,CS,ANTH,NA
PSYC,HIST,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
CS,BUSLA,NA,MATH,NA,NA
BIOL,NA,NA,NA,NA,NA
MATH,BUSLA,NA,STATS,NA,NA
PSYC,HIST,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
STAT,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PHIL,GOVT,NA,NA,NA,NA
BIOL,NA,NA,PSYC,NA,NA
SOC,NA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,PSYC,NA
ECON,BUSLA,NA,SSES,NA,NA
CS,MATH,NA,NA,NA,NA
ANTH,NA,NA,CS,NA,NA
NRSCI,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,PHIL,NA,NA
PCA,NA,NA,NA,NA,NA
CHEM,NA,NA,MATH,NA,NA
ENG,NA,NA,OUTDR,NA,NA
EN_SO,NA,NA,FLMS,NA,NA
PCA,NA,NA,ENG,NA,NA
PSYC,BUSLA,NA,EDUCS,NA,NA
BIOL,NA,NA,NA,NA,NA
ENG,BUSLA,NA,NA,NA,NA
CS,NA,NA,PHYS,NA,NA
MATH,CS,NA,NA,NA,NA
CS,NA,NA,ECON,NA,NA
CHEM,NA,NA,ANTH,NA,NA
ART,ECON,NA,NA,NA,NA
MUS,NA,NA,ECON,NA,NA
ENG,NA,NA,FLMS,NA,NA
ENG,NA,NA,PCA,NA,NA
GS,NA,NA,NA,NA,NA
MATH,NA,NA,ART,ECON,NA
MATH,CS,HISP,NA,NA,NA
EN_SO,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
MFDBS,NA,NA,NA,NA,NA
CHEM,NA,NA,GEOL,NA,NA
EN_BI,NA,NA,ENG,NA,NA
AS_GO,NA,NA,CHIN,NA,NA
HIST,NA,NA,EDUCS,NA,NA
SOC,BUSLA,NA,SSES,NA,NA
NRSCI,NA,NA,NA,NA,NA
GEOL,NA,NA,MATH,NA,NA
PCA,NA,NA,NA,NA,NA
EN_GO,NA,NA,CHIN,NA,NA
BIOL,NA,NA,CHEM,NA,NA
CN_GT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,PSYC,NA,NA
CN_GT,NA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
ART,BUSLA,NA,EDUCS,NA,NA
PCA,BUSLA,NA,NA,NA,NA
GOVT,PCA,NA,NA,NA,NA
ENG,NA,NA,ART,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ART,NA,NA,OUTDR,NA,NA
ART,BUSLA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
ENG,NA,NA,MATH,NA,NA
ECON,BUSLA,NA,SOC,NA,NA
CHEM,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
EC_FR,GS,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
PSYC,NA,NA,REL,NA,NA
GOVT,NA,NA,ARAB,NA,NA
CS,NA,NA,ECON,NA,NA
EN_GE,NA,NA,NA,NA,NA
HIST,FRST,NA,NA,NA,NA
EN_GO,NA,NA,NA,NA,NA
STAT,PSYC,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
SOC,BUSLA,NA,GNDR,NA,NA
PSYC,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,STAT,NA,NA,NA,NA
ANTH,BUSLA,NA,NA,NA,NA
HISP,NA,NA,CHEM,NA,NA
ECON,BUSLA,NA,HISP,NA,NA
BIOL,NA,NA,PSYC,NA,NA
BIOL,NA,NA,NA,NA,NA
HIST,NA,NA,ECON,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
EC_MA,NA,NA,STATS,NA,NA
PSYC,PCA,NA,NA,NA,NA
BIOL,NA,NA,PSYC,NA,NA
ENG,NA,NA,GEOL,NA,NA
EN_SO,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
PHIL,ENG,NA,NA,NA,NA
ECON,BUSLA,NA,ART,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
BIOL,NA,NA,CHEM,NA,NA
BIOL,NA,NA,CHEM,NA,NA
MATH,ART,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
ENG,NA,NA,GOVT,AFS,NA
EC_SP,NA,NA,CLAS,NA,NA
PSYC,ART,NA,NA,NA,NA
ECON,HISP,NA,CLAS,NA,NA
HISP,NA,NA,PSYC,NA,NA
EC_SP,BUSLA,NA,GOVT,NA,NA
ENG,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,SSES,NA,NA
NRSCI,NA,NA,ANTH,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,MUS,NA,NA,NA,NA
HIST,NA,NA,CLAS,NA,NA
NRSCI,NA,NA,NA,NA,NA
ECON,MUS,NA,NA,NA,NA
BIOL,NA,NA,CHIN,CHEM,NA
HISP,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
EN_SO,NA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
STAT,ECON,NA,NA,NA,NA
PCA,NA,NA,HISP,GS,NA
CONBI,FRST,NA,ARAB,NA,NA
NRSCI,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
PSYC,MUS,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
BIOL,NA,NA,ANTH,CHEM,NA
ANTH,NA,NA,FRST,NA,NA
NRSCI,NA,NA,SSES,NA,NA
STAT,ECON,NA,MATH,NA,NA
STAT,ECON,NA,REL,NA,NA
ENG,NA,NA,NA,NA,NA
PSYC,HISP,NA,NA,NA,NA
MFDBA,NA,NA,NA,NA,NA
ECON,NA,NA,BIOL,NA,NA
MATH,GOVT,NA,NA,NA,NA
GOVT,ECON,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
CS,BUSLA,NA,NA,NA,NA
PSYC,ENG,NA,NA,NA,NA
MATH,NA,NA,STATS,EDUCS,NA
BIOL,BUSLA,NA,NA,NA,NA
FRST,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,ITAL,NA,NA
PSYC,NA,NA,SSES,STATS,NA
GS,NA,NA,GNDR,CLAS,NA
EC_ML,NA,NA,ARAB,NA,NA
PHIL,NA,NA,NA,NA,NA
CHEM,ENG,NA,NA,NA,NA
GEOL,NA,NA,OUTDR,NA,NA
BIOCH,STAT,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
MATH,ECON,NA,STATS,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
ENG,PCA,NA,NA,NA,NA
ENVS,NA,NA,ART,NA,NA
ECON,BUSLA,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
SOC,NA,NA,ENG,NA,NA
GOVT,HIST,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,PSYC,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
BIOCH,NA,NA,ECON,NA,NA
ECON,NA,NA,NA,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
ENG,GOVT,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
